,@type,id,name,shortName,country,countryCode,geometry,masl,validFrom,county,countyId,municipality,municipalityId,stationHolders,externalIds,wigosId,wmoId,icaoCodes,shipCodes
1087,SensorSystem,SN20932,VESTFJORDEN,VESTFJORDEN,Norge,NO,"{'@type': 'Point', 'coordinates': [15.4733, 68.2252], 'nearest': False}",0.0,2022-03-01T00:00:00.000Z,NORSKEHAVET,24.0,NORSKEHAVET,2400.0,['KYSTVERKET'],,0-578-0-20932,,,
1088,SensorSystem,SN31250,STRENGEN,Strengen,Norge,NO,"{'@type': 'Point', 'coordinates': [8.3755, 59.9958], 'nearest': False}",1093.0,1965-10-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,TINN,3818.0,['ØST-TELEMARKENS BRUKSEIERFORENING'],,0-578-0-31250,,,
1089,SensorSystem,SN99938,KVITØYA,Kvitøya,Svalbard og Jan Mayen,SJ,"{'@type': 'Point', 'coordinates': [31.4585, 80.1035], 'nearest': False}",10.0,1986-08-02T00:00:00.000Z,SVALBARD,21.0,SVALBARD,2100.0,['MET.NO'],"['0-20000-0-01011', '300134010701680']",0-20000-0-01011,1011.0,,
1090,SensorSystem,SN58560,STRYN,Stryn,Norge,NO,"{'@type': 'Point', 'coordinates': [6.7183, 61.9037], 'nearest': False}",8.0,1918-01-01T00:00:00.000Z,VESTLAND,46.0,STRYN,4651.0,['STRYN KOMMUNE'],['518101026'],0-578-0-58560,,,
1091,SensorSystem,SN18420,OSLO - DISEN,Disen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.7903, 59.946], 'nearest': False}",136.0,1998-06-02T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, VANN- OG AVLØPSETATEN']",['518101004'],0-578-0-18420,,,
1092,SensorSystem,SN11790,FV33 VARDALSÅSEN,FV33 Vardalsåsen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3998, 60.791], 'nearest': False}",505.0,2015-11-05T00:00:00.000Z,INNLANDET,34.0,GJØVIK,3407.0,['STATENS VEGVESEN'],"['342', '529025']",0-578-0-11790,,,
1093,SensorSystem,SN39100,OKSØY FYR,Oksøy fyr,Norge,NO,"{'@type': 'Point', 'coordinates': [8.0532, 58.0732], 'nearest': False}",9.0,1864-05-01T00:00:00.000Z,AGDER,42.0,KRISTIANSAND,4204.0,['MET.NO'],"['0-20000-0-01448', '10.249.1.65']",0-20000-0-01448,1448.0,,
1094,SensorSystem,SN2640600,LIEPAJA,,Latvia,LV,"{'@type': 'Point', 'coordinates': [21.0205555555556, 56.4752777777778], 'nearest': False}",4.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-26406'],,26406.0,,
1095,SensorSystem,SN90760,FAKKEN,Fakken,Norge,NO,"{'@type': 'Point', 'coordinates': [20.11451, 70.10426], 'nearest': False}",57.0,2003-01-21T00:00:00.000Z,TROMS OG FINNMARK,54.0,KARLSØY,5423.0,['MET.NO'],['10.249.0.120'],0-578-0-90760,,,
1096,SensorSystem,SN4110,LØRENSKOG - HANEBORG,Haneborg ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.9762, 59.946], 'nearest': False}",231.0,2014-09-12T00:00:00.000Z,VIKEN,30.0,LØRENSKOG,3029.0,['LØRENSKOG KOMMUNE'],['510121043'],0-578-0-4110,,,
1097,SensorSystem,SN226190,RUSKSELE D,Rusksele D,Sverige,SE,"{'@type': 'Point', 'coordinates': [18.8886, 64.8166], 'nearest': False}",225.0,1973-07-01T00:00:00.000Z,,,VÄSTERBOTTENS LÄN,7522400.0,['SMHI'],['148490'],,,,
1098,SensorSystem,SN18160,NORDSTRAND,Nordstrand,Norge,NO,"{'@type': 'Point', 'coordinates': [10.7912, 59.873], 'nearest': False}",118.0,1935-09-17T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, BRANN- OG REDNINGSETATEN']",,0-578-0-18160,,,
1099,SensorSystem,SN55770,NJØS,Njøs,Norge,NO,"{'@type': 'Point', 'coordinates': [6.8608, 61.1792], 'nearest': False}",45.0,2005-01-01T00:00:00.000Z,VESTLAND,46.0,SOGNDAL,4640.0,['NIBIO'],['7'],0-578-0-55770,,,
1100,SensorSystem,SN3334500,Kyiv,,Ukraina,UA,"{'@type': 'Point', 'coordinates': [30.5355555555556, 50.3916666666667], 'nearest': False}",167.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-33345'],,33345.0,,
1101,SensorSystem,SN76450,VEGA - VALLSJØ,Vega,Norge,NO,"{'@type': 'Point', 'coordinates': [11.8562, 65.7017], 'nearest': False}",4.0,1991-02-01T00:00:00.000Z,NORDLAND,18.0,VEGA,1815.0,['MET.NO'],"['0-20000-0-01108', '10.249.0.111', '10.249.0.198']",0-20000-0-01108,1108.0,,
1102,SensorSystem,SN30810,TINNOSDAMMEN,Tinnosdammen,Norge,NO,"{'@type': 'Point', 'coordinates': [9.0245, 59.7238], 'nearest': False}",191.0,1985-10-01T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,NOTODDEN,3808.0,['ØST-TELEMARKENS BRUKSEIERFORENING'],,0-578-0-30810,,,
1103,SensorSystem,SN68420,AUNET,Aunet,Norge,NO,"{'@type': 'Point', 'coordinates': [11.5669, 63.0556], 'nearest': False}",302.0,1895-01-01T00:00:00.000Z,TRØNDELAG,50.0,TYDAL,5033.0,['MET.NO'],,0-578-0-68420,,,
1104,SensorSystem,SN1257000,KIELCE-SUKOW,,Polen,PL,"{'@type': 'Point', 'coordinates': [20.6922222222222, 50.8102777777778], 'nearest': False}",260.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-12570'],,12570.0,,
1105,SensorSystem,SN80200,LURØY,Lurøy,Norge,NO,"{'@type': 'Point', 'coordinates': [13.1848, 66.3892], 'nearest': False}",115.0,1923-01-01T00:00:00.000Z,NORDLAND,18.0,LURØY,1834.0,['MET.NO'],['10.249.1.98'],0-578-0-80200,,,
1106,SensorSystem,SN741200,COGNAC,,Frankrike,FR,"{'@type': 'Point', 'coordinates': [-0.315833333333333, 45.665], 'nearest': False}",31.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-07412'],,7412.0,,
1107,SensorSystem,SN33430,E134 GRØNLIHEIA,E134 Grønliheia,Norge,NO,"{'@type': 'Point', 'coordinates': [8.1075, 59.5315], 'nearest': False}",692.0,2015-11-04T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,TOKKE,3824.0,['STATENS VEGVESEN'],"['1577', '829017']",0-578-0-33430,,,
1108,SensorSystem,SN99884,KLAUVA,Klauva,Svalbard og Jan Mayen,SJ,"{'@type': 'Point', 'coordinates': [18.2248, 78.3002], 'nearest': False}",480.0,2021-05-14T00:00:00.000Z,SVALBARD,21.0,SVALBARD,2100.0,['MET.NO'],,0-744-0-99884,,,
1109,SensorSystem,SN54110,LÆRDAL IV,Lærdal,Norge,NO,"{'@type': 'Point', 'coordinates': [7.5025, 61.1033], 'nearest': False}",2.0,2008-09-12T00:00:00.000Z,VESTLAND,46.0,LÆRDAL,4642.0,['MET.NO'],"['0-20000-0-01355', '10.249.0.106']",0-20000-0-01355,1355.0,,
1110,SensorSystem,SN81420,FV813 BEIARFJELLET,FV813 Beiarfjellet,Norge,NO,"{'@type': 'Point', 'coordinates': [14.8982, 67.0042], 'nearest': False}",600.0,2012-01-01T00:00:00.000Z,NORDLAND,18.0,BEIARN,1839.0,['STATENS VEGVESEN'],"['1829020', '246']",0-578-0-81420,,,
1111,SensorSystem,SN19461,BRUNKOLLEN,Brunkollen ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.5472, 59.9682], 'nearest': False}",370.0,2019-09-01T00:00:00.000Z,VIKEN,30.0,BÆRUM,3024.0,['NVE'],['8.5'],0-578-0-19461,,,
1112,SensorSystem,SN87315,RV85 LANGVASSBUKT,RV85 Langvassbukt,Norge,NO,"{'@type': 'Point', 'coordinates': [15.7593, 68.6178], 'nearest': False}",30.0,2012-01-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,KVÆFJORD,5411.0,['STATENS VEGVESEN'],"['110', '1900183']",0-578-0-87315,,,
1113,SensorSystem,SN66760,OPPDAL - MAURHAUGEN,Maurhaugen ,Norge,NO,"{'@type': 'Point', 'coordinates': [9.8203, 62.6597], 'nearest': False}",660.0,2019-09-01T00:00:00.000Z,TRØNDELAG,50.0,OPPDAL,5021.0,['NVE'],['121.2'],0-578-0-66760,,,
1114,SensorSystem,SN46430,RØLDALSFJELLET,Røldalsfjellet,Norge,NO,"{'@type': 'Point', 'coordinates': [6.733, 59.8315], 'nearest': False}",1010.0,2013-11-01T00:00:00.000Z,VESTLAND,46.0,ULLENSVANG,4618.0,['MET.NO'],"['0-20000-0-01429', '10.249.0.243']",0-20000-0-01429,1429.0,,
1115,SensorSystem,SN212400,ARJEPLOG,Arjeplog,Sverige,SE,"{'@type': 'Point', 'coordinates': [17.8397222222222, 66.0513888888889], 'nearest': False}",431.0,2006-02-27T00:00:00.000Z,,,ARJEPLOG,7522506.0,['SMHI'],"['0-20000-0-02124', '167710']",,2124.0,,
1116,SensorSystem,SN77006,JOHAN HJORT,Johan Hjort,Norge,NO,,,1991-01-01T00:00:00.000Z,,28.0,SKIP,2800.0,['HAVFORSKNINGSINSTITUTTET'],['LDGJ'],0-578-0-77006,,,['LDGJ']
1117,SensorSystem,SN19470,MUREN,Muren,Norge,NO,"{'@type': 'Point', 'coordinates': [10.5357, 59.9603], 'nearest': False}",262.0,1971-11-01T00:00:00.000Z,VIKEN,30.0,BÆRUM,3024.0,['NVE'],['8.88'],0-578-0-19470,,,
1118,SensorSystem,SN98090,BERLEVÅG LUFTHAVN,Berlevåg,Norge,NO,"{'@type': 'Point', 'coordinates': [29.0348, 70.8708], 'nearest': False}",13.0,1974-08-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,BERLEVÅG,5440.0,['AVINOR'],"['0-20000-0-01083', '10.249.0.25', 'ENBV']",0-20000-0-01083,1083.0,['ENBV'],
1119,SensorSystem,SN47498,ETNE II,Etne ,Norge,NO,"{'@type': 'Point', 'coordinates': [5.9538, 59.6625], 'nearest': False}",8.0,2005-01-01T00:00:00.000Z,VESTLAND,46.0,ETNE,4611.0,"['NIBIO', 'MET.NO']",['80'],0-578-0-47498,,,
1120,SensorSystem,SN330200,VALLEY,,Storbritannia,GB,"{'@type': 'Point', 'coordinates': [-4.53638888888889, 53.2525], 'nearest': False}",11.0,2006-06-12T00:00:00.000Z,,,,,['MET OFFICE'],['0-20000-0-03302'],,3302.0,,
1121,SensorSystem,SN63100,ØKSENDAL,Øksendal,Norge,NO,"{'@type': 'Point', 'coordinates': [8.4219, 62.6855], 'nearest': False}",47.0,1895-07-01T00:00:00.000Z,MØRE OG ROMSDAL,15.0,SUNNDAL,1563.0,['MET.NO'],,0-578-0-63100,,,
1122,SensorSystem,SN225490,YTTERRISSJÖ D,Ytterrissjö D,Sverige,SE,"{'@type': 'Point', 'coordinates': [17.777, 64.0302], 'nearest': False}",370.0,1985-10-01T00:00:00.000Z,,,VÄSTERBOTTENS LÄN,7522400.0,['SMHI'],['147020'],,,,
1123,SensorSystem,SN659000,LUXEMBOURG/LUXEMBOURG,,Luxembourg,LU,"{'@type': 'Point', 'coordinates': [6.21666666666667, 49.6166666666667], 'nearest': False}",376.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-06590'],,6590.0,,
1124,SensorSystem,SN1520000,ARAD,,Romania,RO,"{'@type': 'Point', 'coordinates': [21.3536111111111, 46.1336111111111], 'nearest': False}",117.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-15200'],,15200.0,,
1125,SensorSystem,SN66850,KVIKNE I ØSTERDAL,Kvikne,Norge,NO,"{'@type': 'Point', 'coordinates': [10.271, 62.5962], 'nearest': False}",549.0,1895-07-01T00:00:00.000Z,INNLANDET,34.0,TYNSET,3427.0,['MET.NO'],,0-578-0-66850,,,
1126,SensorSystem,SN90491,TROMSØ LH - STORKJØLEN,Stor-Kjølen,Norge,NO,"{'@type': 'Point', 'coordinates': [18.7875, 69.7333], 'nearest': False}",790.0,1998-04-02T00:00:00.000Z,TROMS OG FINNMARK,54.0,TROMSØ,5401.0,['AVINOR'],,0-578-0-90491,,,
1127,SensorSystem,SN5680,RV2 FØTTASKJÆRET,Føttaskjæret,Norge,NO,"{'@type': 'Point', 'coordinates': [12.0435, 60.3718], 'nearest': False}",170.0,2011-01-01T00:00:00.000Z,INNLANDET,34.0,GRUE,3417.0,['STATENS VEGVESEN'],"['172', '429010']",0-578-0-5680,,,
1128,SensorSystem,SN61790,FV64 ISFJORDEN,FV64 Isfjorden,Norge,NO,"{'@type': 'Point', 'coordinates': [7.783, 62.571], 'nearest': False}",27.0,2015-11-05T00:00:00.000Z,MØRE OG ROMSDAL,15.0,RAUMA,1539.0,['STATENS VEGVESEN'],"['1529019', '343']",0-578-0-61790,,,
1129,SensorSystem,SN93900,SIHCCAJAVRI,Šihččajávri,Norge,NO,"{'@type': 'Point', 'coordinates': [23.5387, 68.7553], 'nearest': False}",382.0,1913-04-01T00:00:00.000Z,TROMS OG FINNMARK,54.0,KAUTOKEINO,5430.0,"['NVE', 'MET.NO']","['0-20000-0-01199', '212.23', '300134010806040']",0-20000-0-01199,1199.0,,
1130,SensorSystem,SN293900,ILOMANTSI MEKRIJARVI,,Finland,FI,"{'@type': 'Point', 'coordinates': [30.9752777777778, 62.7697222222222], 'nearest': False}",155.0,2006-06-12T00:00:00.000Z,,,,,['FMI (FINLANDS METEOROLOGISKE INSTITUTT)'],['0-20000-0-02939'],,2939.0,,
1131,SensorSystem,SN58910,RV15 MARKANE,RV15 Markane,Norge,NO,"{'@type': 'Point', 'coordinates': [6.5835, 61.912], 'nearest': False}",220.0,2012-01-01T00:00:00.000Z,VESTLAND,46.0,STRYN,4651.0,['STATENS VEGVESEN'],"['122', '1429033']",0-578-0-58910,,,
1132,SensorSystem,SN76961,SLEIPNER B,Sleipner B ,Norge,NO,"{'@type': 'Point', 'coordinates': [1.7178, 58.4178], 'nearest': False}",,2015-06-23T00:00:00.000Z,NORDSJØEN,26.0,NORDSJØEN,2600.0,['EQUINOR ASA'],['LF5C'],0-578-0-76961,,,['LF5C']
1133,SensorSystem,SN47480,E134 VATS,E134 Vats,Norge,NO,"{'@type': 'Point', 'coordinates': [5.7025, 59.5698], 'nearest': False}",50.0,2013-06-10T00:00:00.000Z,ROGALAND,11.0,VINDAFJORD,1160.0,['STATENS VEGVESEN'],"['1129006', '1135']",0-578-0-47480,,,
1134,SensorSystem,SN12050,E6 VIKSELV,E6 Vikselv,Norge,NO,"{'@type': 'Point', 'coordinates': [11.2997, 60.6215], 'nearest': False}",160.0,2012-01-01T00:00:00.000Z,INNLANDET,34.0,STANGE,3413.0,['STATENS VEGVESEN'],"['163', '429012']",0-578-0-12050,,,
1135,SensorSystem,SN82210,RV80 BERTNES,Bertnes,Norge,NO,"{'@type': 'Point', 'coordinates': [14.5932, 67.2878], 'nearest': False}",30.0,2013-10-07T00:00:00.000Z,NORDLAND,18.0,BODØ,1804.0,['STATENS VEGVESEN'],"['1829023', '254']",0-578-0-82210,,,
1136,SensorSystem,SN77042,MS COLOR FANTASY,MS Color Fantasy,Norge,NO,,44.0,2020-09-01T00:00:00.000Z,,28.0,SKIP,2800.0,['NIVA'],['LMSD'],0-578-0-77042,,,['LMSD']
1137,SensorSystem,SN91460,E8 GARDEBORGBAKKEN,E8 Gardeborgbakken ,Norge,NO,"{'@type': 'Point', 'coordinates': [20.7503, 69.1818], 'nearest': False}",408.0,2018-11-27T00:00:00.000Z,TROMS OG FINNMARK,54.0,STORFJORD,5425.0,['STATENS VEGVESEN'],"['1777', '3000016']",0-578-0-91460,,,
1138,SensorSystem,SN33950,HAUKELISETER TESTFELT,Haukeliseter,Norge,NO,"{'@type': 'Point', 'coordinates': [7.2143, 59.8118], 'nearest': False}",990.0,2011-05-09T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,VINJE,3825.0,['MET.NO'],"['0-20000-0-01435', '10.249.0.223']",0-20000-0-01435,1435.0,,
1139,SensorSystem,SN27320,E18 HEM NORD,E18 Hem nord,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3825, 59.3535], 'nearest': False}",55.0,2004-12-24T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,TØNSBERG,3803.0,['STATENS VEGVESEN'],"['729008', '76']",0-578-0-27320,,,
1140,SensorSystem,SN19945,LIER - SJÅSTAD,Lier - Sjåstad,Norge,NO,"{'@type': 'Point', 'coordinates': [10.2177, 59.8628], 'nearest': False}",125.0,2021-12-15T00:00:00.000Z,VIKEN,30.0,LIER,3049.0,['LIER KOMMUNE'],['518101084'],0-578-0-19945,,,
1141,SensorSystem,SN267900,HOBURG A,Hoburg,Sverige,SE,"{'@type': 'Point', 'coordinates': [18.1505555555556, 56.9211111111111], 'nearest': False}",34.0,2009-07-01T00:00:00.000Z,,,,,['SMHI'],['0-20000-0-02679'],,2679.0,,
1142,SensorSystem,SN85610,SKJELFJORD,Skjelfjord ,Norge,NO,"{'@type': 'Point', 'coordinates': [13.2462, 68.0575], 'nearest': False}",13.0,2007-04-28T00:00:00.000Z,NORDLAND,18.0,FLAKSTAD,1859.0,['FLAKSTAD KOMMUNE'],['19'],0-578-0-85610,,,
1143,SensorSystem,SN27015,DRAMMEN - JARLSBERGVEIEN,Jarlsbergveien ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.1458, 59.7192], 'nearest': False}",230.0,2012-10-13T00:00:00.000Z,VIKEN,30.0,DRAMMEN,3005.0,['DRAMMEN KOMMUNE'],['510121048'],0-578-0-27015,,,
1144,SensorSystem,SN5330,FV24 STORSJØEN,FV24 Storsjøen,Norge,NO,"{'@type': 'Point', 'coordinates': [11.5898, 60.3582], 'nearest': False}",135.0,2012-01-01T00:00:00.000Z,INNLANDET,34.0,NORD-ODAL,3414.0,['STATENS VEGVESEN'],"['170', '429020']",0-578-0-5330,,,
1145,SensorSystem,SN42940,SIRDAL - SINNES,Sinnes,Norge,NO,"{'@type': 'Point', 'coordinates': [6.9097, 58.923], 'nearest': False}",560.0,2007-07-02T00:00:00.000Z,AGDER,42.0,SIRDAL,4228.0,['MET.NO'],"['0-20000-0-01431', '10.249.1.28']",0-20000-0-01431,1431.0,,
1146,SensorSystem,SN91675,E6 DJUPVIK,E6 Djupvik,Norge,NO,"{'@type': 'Point', 'coordinates': [20.506, 69.7537], 'nearest': False}",55.0,2015-11-02T00:00:00.000Z,TROMS OG FINNMARK,54.0,NORDREISA,5428.0,['STATENS VEGVESEN'],"['1571', '1929005']",0-578-0-91675,,,
1147,SensorSystem,SN228280,KALVTRÄSK D,Kalvträsk D,Sverige,SE,"{'@type': 'Point', 'coordinates': [19.8082, 64.6703], 'nearest': False}",265.0,2008-12-01T00:00:00.000Z,,,VÄSTERBOTTENS LÄN,7522400.0,['SMHI'],['149400'],,,,
1148,SensorSystem,SN7950,RENA FLYPLASS,Rena flyplass,Norge,NO,"{'@type': 'Point', 'coordinates': [11.3747, 61.1847], 'nearest': False}",255.0,2011-12-09T00:00:00.000Z,INNLANDET,34.0,ÅMOT,3422.0,['MET.NO'],"['0-20000-0-01389', '10.249.0.117']",0-20000-0-01389,1389.0,,
1149,SensorSystem,SN1230,HALDEN,Halden,Norge,NO,"{'@type': 'Point', 'coordinates': [11.388, 59.1223], 'nearest': False}",3.0,1882-12-01T00:00:00.000Z,VIKEN,30.0,HALDEN,3001.0,['HALDEN KOMMUNE'],,0-578-0-1230,,,
1150,SensorSystem,SN57340,JØLSTER - KVAMSFJELLET,Kvamsfjellet,Norge,NO,"{'@type': 'Point', 'coordinates': [6.096, 61.4573], 'nearest': False}",980.0,2015-09-07T00:00:00.000Z,VESTLAND,46.0,SUNNFJORD,4647.0,['MET.NO'],['10.249.1.10'],0-578-0-57340,,,
1151,SensorSystem,SN225400,ASELE,Åsele,Sverige,SE,"{'@type': 'Point', 'coordinates': [17.3188888888889, 64.1661111111111], 'nearest': False}",307.0,2006-06-12T00:00:00.000Z,,,JÄMTLANDS LÄN,7522300.0,['SMHI'],"['0-20000-0-02254', '147090']",,2254.0,,
1152,SensorSystem,SN764500,NIMES-COURBESSAC,,Frankrike,FR,"{'@type': 'Point', 'coordinates': [4.40638888888889, 43.8569444444444], 'nearest': False}",60.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-07645'],,7645.0,,
1153,SensorSystem,SN1165900,PRIBYSLAV,,Tsjekkiske republikk,CZ,"{'@type': 'Point', 'coordinates': [15.7625, 49.5827777777778], 'nearest': False}",533.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-11659'],,11659.0,,
1154,SensorSystem,SN91729,ARNØYA - TROLLTINDEN,Trolltinden,Norge,NO,"{'@type': 'Point', 'coordinates': [20.431, 70.075], 'nearest': False}",850.0,2014-09-19T00:00:00.000Z,TROMS OG FINNMARK,54.0,SKJERVØY,5427.0,['MET.NO'],['10.249.1.3'],0-578-0-91729,,,
1155,SensorSystem,SN9870,BLANKTJERNMOEN I KVIKNE,Blanktjernmoen,Norge,NO,"{'@type': 'Point', 'coordinates': [10.428, 62.4342], 'nearest': False}",700.0,1953-09-01T00:00:00.000Z,INNLANDET,34.0,TYNSET,3427.0,['MET.NO'],,0-578-0-9870,,,
1156,SensorSystem,SN26970,FV319 SAGBUKTA,FV319 Sagbukta,Norge,NO,"{'@type': 'Point', 'coordinates': [10.3802, 59.6625], 'nearest': False}",7.0,2011-07-14T00:00:00.000Z,VIKEN,30.0,DRAMMEN,3005.0,['STATENS VEGVESEN'],"['43', '729010']",0-578-0-26970,,,
1157,SensorSystem,SN232150,ULVSJÖ,Ulvsjö,Sverige,SE,"{'@type': 'Point', 'coordinates': [14.1847, 61.6022], 'nearest': False}",585.0,1961-01-01T00:00:00.000Z,,,DALARNAS LÄN,7522000.0,['SMHI'],['114360'],,,,
1158,SensorSystem,SN85640,E10 KÅKERN BRU,E10 Kåkern bru,Norge,NO,"{'@type': 'Point', 'coordinates': [13.1803, 68.0185], 'nearest': False}",23.0,2012-01-01T00:00:00.000Z,NORDLAND,18.0,FLAKSTAD,1859.0,['STATENS VEGVESEN'],"['1829015', '252']",0-578-0-85640,,,
1159,SensorSystem,SN1011300,NORDERNEY,,Tyskland,DE,"{'@type': 'Point', 'coordinates': [7.15194444444444, 53.7122222222222], 'nearest': False}",11.0,2006-06-12T00:00:00.000Z,,,,,['DEUTSCHER WETTERDIENST'],['0-20000-0-10113'],,10113.0,,
1160,SensorSystem,SN76937,TROLL C,Troll C,Norge,NO,"{'@type': 'Point', 'coordinates': [3.6097, 60.8858], 'nearest': False}",117.0,1997-01-01T00:00:00.000Z,NORDSJØEN,26.0,NORDSJØEN,2600.0,['EQUINOR ASA'],"['ENQC', 'LF6K']",0-20000-0-01306,1306.0,['ENQC'],['LF6K']
1161,SensorSystem,SN1636000,S. MARIA DI LEUCA,,Italia,IT,"{'@type': 'Point', 'coordinates': [18.3422222222222, 39.8113888888889], 'nearest': False}",104.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-16360'],,16360.0,,
1162,SensorSystem,SN27870,FV40 RIENLIA,FV40 Rienlia,Norge,NO,"{'@type': 'Point', 'coordinates': [9.9268, 59.2737], 'nearest': False}",52.0,2015-11-02T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,LARVIK,3805.0,['STATENS VEGVESEN'],"['48', '729004']",0-578-0-27870,,,
1163,SensorSystem,SN2240800,KALEVALA,,Russland,RU,"{'@type': 'Point', 'coordinates': [31.15, 65.2166666666667], 'nearest': False}",118.0,2006-06-12T00:00:00.000Z,,,,,['Росгидромет'],['0-20000-0-22408'],,22408.0,,
1164,SensorSystem,SN18315,OSLO - SOFIENBERG,Sofienberg ,Norge,NO,"{'@type': 'Point', 'coordinates': [10.7623, 59.919], 'nearest': False}",37.0,2016-01-07T00:00:00.000Z,OSLO,3.0,OSLO,301.0,"['OSLO KOMMUNE, VANN- OG AVLØPSETATEN']",,0-578-0-18315,,,
1165,SensorSystem,SN20926,HJELMSØYBANKEN,Hjelmsøybanken,Norge,NO,"{'@type': 'Point', 'coordinates': [20.15, 72.49], 'nearest': False}",0.0,2018-04-09T00:00:00.000Z,BARENTSHAVET,25.0,BARENTSHAVET,2500.0,['EQUINOR ASA'],['6301004'],0-578-0-20926,,,
1166,SensorSystem,SN77350,RV76 TOSENFJELLET,Tosenfjellet,Norge,NO,"{'@type': 'Point', 'coordinates': [13.1427, 65.3125], 'nearest': False}",402.0,2015-11-05T00:00:00.000Z,NORDLAND,18.0,GRANE,1825.0,['STATENS VEGVESEN'],"['1829028', '344']",0-578-0-77350,,,
1167,SensorSystem,SN76946,ROSS RIG,Ross Rig,Norge,NO,,,1980-10-01T00:00:00.000Z,KONTINENTALSOKKELEN,23.0,KONTINENTALSOKKELEN,2300.0,[],"['JXCX', 'LFLY']",0-578-0-76946,,,"['JXCX', 'LFLY']"
1168,SensorSystem,SN69661,E39 KVIVSVEIEN,E39 Kvivsveien,Norge,NO,"{'@type': 'Point', 'coordinates': [6.4187, 62.0385], 'nearest': False}",80.0,2014-09-11T00:00:00.000Z,MØRE OG ROMSDAL,15.0,VOLDA,1577.0,['STATENS VEGVESEN'],"['1529016', '298']",0-578-0-69661,,,
1169,SensorSystem,SN89130,RYDENG,Rydeng ,Norge,NO,"{'@type': 'Point', 'coordinates': [18.3503, 69.2402], 'nearest': False}",25.0,2013-12-17T00:00:00.000Z,TROMS OG FINNMARK,54.0,MÅLSELV,5418.0,['MÅLSELV KOMMUNE'],['21'],0-578-0-89130,,,
1170,SensorSystem,SN32060,GVARV - NES,Gvarv,Norge,NO,"{'@type': 'Point', 'coordinates': [9.2128, 59.3822], 'nearest': False}",93.0,1997-05-13T00:00:00.000Z,VESTFOLD OG TELEMARK,38.0,MIDT-TELEMARK,3817.0,['MET.NO'],"['0-20000-0-01470', '10.249.0.133', '10.30.214.1']",0-20000-0-01470,1470.0,,
1171,SensorSystem,SN62295,MOLDE - HINDALSRØRA,Hindalsrøra,Norge,NO,"{'@type': 'Point', 'coordinates': [7.2088, 62.756], 'nearest': False}",258.0,2016-10-21T00:00:00.000Z,MØRE OG ROMSDAL,15.0,MOLDE,1506.0,"['MET.NO', 'MOLDE KOMMUNE']",['10.249.1.74'],0-578-0-62295,,,
1172,SensorSystem,SN2200400,NIKELʼ,,Jordan,JO,"{'@type': 'Point', 'coordinates': [30.2088888889, 69.4102777778], 'nearest': False}",105.0,1989-12-31T00:00:00.000Z,,,,,[],['0-20000-0-22004'],,22004.0,,
1173,SensorSystem,SN50865,GULLFJELLET,Gullfjellet ,Norge,NO,"{'@type': 'Point', 'coordinates': [5.542, 60.3828], 'nearest': False}",345.0,2016-08-10T00:00:00.000Z,VESTLAND,46.0,BERGEN,4601.0,['BERGEN KOMMUNE'],,0-578-0-50865,,,
1174,SensorSystem,SN820200,SALAMANCA/MATACAN,,Spania,ES,"{'@type': 'Point', 'coordinates': [-5.49833333333333, 40.9594444444444], 'nearest': False}",790.0,2006-06-12T00:00:00.000Z,,,,,[],['0-20000-0-08202'],,8202.0,,
1175,SensorSystem,SN77027,PETROJARL KNARR,Petrojarl Knarr,Norge,NO,,,2014-12-15T00:00:00.000Z,KONTINENTALSOKKELEN,23.0,KONTINENTALSOKKELEN,2300.0,['TEEKAY PETROJARL PRODUKTION AS'],['C6AP8'],0-578-0-77027,,,['C6AP8']
